Date,Interval Start,Interval End,Active(I),Active(E),Reactive(I)-Active(I),Reactive(E)-Active(I),Reactive(E)-Active(E),Reactive(I)-Active(E),Apparent-Active(I) - type 2,Apparent-Active(E) - type 6,Average Voltage,Frequency,Calculated Avg Imp Power Factor (signed),Calculated Avg Exp Power Factor (signed)
09-11-2021,09:30,09:45,0,79937.5,0,0,0,18593.75,0,82062.5,423480,50.04,1,-0.974
09-11-2021,09:45,10:00,0,75906.25,0,0,0,19093.75,0,78250,422980,50.01,1,-0.97
09-11-2021,10:00,10:15,0,72968.75,0,0,0,19281.25,0,75500,422800,50.02,1,-0.966
09-11-2021,10:15,10:30,0,70968.75,0,0,0,20531.25,0,73875,423160,50.03,1,-0.961
09-11-2021,10:30,10:45,0,68250,0,0,0,22281.25,0,71812.5,424000,50.03,1,-0.95
09-11-2021,10:45,11:00,0,69937.5,0,0,0,21156.25,0,73062.5,423860,50.06,1,-0.957
09-11-2021,11:00,11:15,0,67687.5,0,0,0,21750,0,71093.75,424480,50.08,1,-0.952
09-11-2021,11:15,11:30,0,68156.25,0,0,0,21343.75,0,71437.5,424100,50.01,1,-0.954
09-11-2021,11:30,11:45,0,67781.25,0,0,0,21375,0,71031.25,424060,49.97,1,-0.954
09-11-2021,11:45,12:00,0,67593.75,0,0,0,22093.75,0,71125,424560,50,1,-0.95
09-11-2021,12:00,12:15,0,67937.5,0,0,0,23812.5,0,72000,425700,49.97,1,-0.944
09-11-2021,12:15,12:30,0,63562.5,0,0,0,24312.5,0,68062.5,426160,49.93,1,-0.934
09-11-2021,12:30,12:45,0,60906.25,0,0,0,25312.5,0,65937.5,426640,49.93,1,-0.924
09-11-2021,12:45,13:00,0,63343.75,0,0,0,25750,0,68406.25,427040,50,1,-0.926
09-11-2021,13:00,13:15,0,64000,0,0,0,27031.25,0,69468.75,427940,50.05,1,-0.921
09-11-2021,13:15,13:30,0,64406.25,0,0,0,26125,0,69500,427420,50,1,-0.927
09-11-2021,13:30,13:45,0,66250,0,0,0,25812.5,0,71093.75,427260,49.98,1,-0.932
09-11-2021,13:45,14:00,0,67500,0,0,0,25437.5,0,72125,427180,50,1,-0.936
09-11-2021,14:00,14:15,0,68687.5,0,0,0,25093.75,0,73125,427140,49.99,1,-0.939
09-11-2021,14:15,14:30,0,69687.5,0,0,0,24156.25,0,73781.25,426460,49.99,1,-0.945
09-11-2021,14:30,14:45,0,70062.5,0,0,0,24156.25,0,74093.75,426580,50.04,1,-0.946
09-11-2021,14:45,15:00,0,71562.5,0,0,0,23437.5,0,75312.5,425800,49.98,1,-0.95
09-11-2021,15:00,15:15,0,72968.75,0,0,0,24218.75,0,76906.25,425960,49.99,1,-0.949
09-11-2021,15:15,15:30,0,75031.25,0,0,0,23750,0,78687.5,425260,49.97,1,-0.954
09-11-2021,15:30,15:45,0,78906.25,0,0,0,22125,0,81937.5,424020,49.95,1,-0.963
09-11-2021,15:45,16:00,0,79187.5,0,0,0,21375,0,82062.5,423520,49.89,1,-0.965
09-11-2021,16:00,16:15,0,78937.5,0,0,0,23187.5,0,82250,424700,49.99,1,-0.96
09-11-2021,16:15,16:30,0,79250,0,0,0,22812.5,0,82468.75,424000,49.9,1,-0.961
09-11-2021,16:30,16:45,0,82687.5,0,0,0,21906.25,0,85562.5,423240,49.87,1,-0.966
09-11-2021,16:45,17:00,0,82468.75,0,0,0,22843.75,0,85562.5,423740,49.92,1,-0.964
09-11-2021,17:00,17:15,0,82312.5,0,0,0,24125,0,85781.25,424480,49.96,1,-0.96
09-11-2021,17:15,17:30,0,81343.75,0,0,0,24437.5,0,84937.5,424620,49.93,1,-0.958
09-11-2021,17:30,17:45,0,81562.5,0,0,0,24500,0,85156.25,424380,49.87,1,-0.958
09-11-2021,17:45,18:00,0,81968.75,0,0,0,25343.75,0,85812.5,425380,49.99,1,-0.955
09-11-2021,18:00,18:15,0,83062.5,0,0,0,25093.75,0,86750,425060,49.95,1,-0.957
09-11-2021,18:15,18:30,0,88218.75,0,0,0,21843.75,0,90906.25,425540,49.9,1,-0.97
09-11-2021,18:30,18:45,0,92187.5,0,0,0,21156.25,0,94593.75,424480,50,1,-0.975
09-11-2021,18:45,19:00,0,96125,0,0,0,20968.75,0,98375,425100,50.03,1,-0.977
09-11-2021,19:00,19:15,0,98531.25,0,0,0,20437.5,0,100625,425520,50.04,1,-0.979
09-11-2021,19:15,19:30,0,98593.75,0,0,0,20687.5,0,100750,425800,50.02,1,-0.979
09-11-2021,19:30,19:45,0,96093.75,0,0,0,22531.25,0,98687.5,426720,50,1,-0.974
09-11-2021,19:45,20:00,0,94250,0,0,0,23625,0,97187.5,427520,50,1,-0.97
09-11-2021,20:00,20:15,0,91468.75,0,0,0,24437.5,0,94687.5,428220,50,1,-0.966
09-11-2021,20:15,20:30,0,88468.75,0,0,0,24906.25,0,91906.25,428620,49.99,1,-0.963
09-11-2021,20:30,20:45,0,86625,0,0,0,25593.75,0,90312.5,429140,49.99,1,-0.959
09-11-2021,20:45,21:00,0,85656.25,0,0,0,25843.75,0,89468.75,429300,49.98,1,-0.957
09-11-2021,21:00,21:15,0,81781.25,0,0,0,26593.75,0,86000,429600,49.89,1,-0.951
09-11-2021,21:15,21:30,0,74625,0,0,0,28500,0,79906.25,430920,49.95,1,-0.934
09-11-2021,21:30,21:45,0,72968.75,0,0,0,29000,0,78500,431520,50,1,-0.93
09-11-2021,21:45,22:00,0,71625,0,0,0,29437.5,0,77468.75,432040,50.05,1,-0.925
09-11-2021,22:00,22:15,0,73968.75,0,0,0,28656.25,0,79312.5,431520,50.04,1,-0.933
09-11-2021,22:15,22:30,0,74218.75,0,0,0,27062.5,0,79000,430700,50.03,1,-0.939
09-11-2021,22:30,22:45,0,74031.25,0,0,0,26000,0,78500,430240,50.02,1,-0.943
09-11-2021,22:45,23:00,0,71437.5,0,0,0,26593.75,0,76187.5,430560,50.01,1,-0.938
09-11-2021,23:00,23:15,0,69093.75,0,0,0,26750,0,74125,431040,49.99,1,-0.932
09-11-2021,23:15,23:30,0,69156.25,0,0,0,26656.25,0,74093.75,431100,50.01,1,-0.933
09-11-2021,23:30,23:45,0,69500,0,0,0,27062.5,0,74593.75,431440,50.02,1,-0.932
09-11-2021,23:45,00:00,0,69031.25,0,0,0,27000,0,74125,431360,50.02,1,-0.931
10-11-2021,00:00,00:15,0,67500,0,0,0,27562.5,0,72937.5,431480,50,1,-0.925
10-11-2021,00:15,00:30,0,67437.5,0,0,0,27375,0,72750,431240,49.98,1,-0.927
10-11-2021,00:30,00:45,0,67468.75,0,0,0,27468.75,0,72843.75,431240,49.99,1,-0.926
10-11-2021,00:45,01:00,0,67625,0,0,0,26937.5,0,72812.5,430940,49.94,1,-0.929
10-11-2021,01:00,01:15,0,65687.5,0,0,0,27031.25,0,71031.25,431200,49.93,1,-0.925
10-11-2021,01:15,01:30,0,64656.25,0,0,0,27125,0,70093.75,431380,49.95,1,-0.922
10-11-2021,01:30,01:45,0,65125,0,0,0,26812.5,0,70468.75,430980,49.87,1,-0.924
10-11-2021,01:45,02:00,0,65906.25,0,0,0,27156.25,0,71250,431260,49.99,1,-0.925
10-11-2021,02:00,02:15,0,67843.75,0,0,0,26718.75,0,72937.5,431000,49.97,1,-0.93
10-11-2021,02:15,02:30,0,68687.5,0,0,0,26843.75,0,73750,431060,49.99,1,-0.931
10-11-2021,02:30,02:45,0,67968.75,0,0,0,26937.5,0,73093.75,431220,50,1,-0.93
10-11-2021,02:45,03:00,0,68093.75,0,0,0,27125,0,73312.5,431420,50,1,-0.929
10-11-2021,03:00,03:15,0,68312.5,0,0,0,27125,0,73500,431280,49.99,1,-0.929
10-11-2021,03:15,03:30,0,67437.5,0,0,0,27125,0,72687.5,431100,49.99,1,-0.928
10-11-2021,03:30,03:45,0,67781.25,0,0,0,26656.25,0,72843.75,430680,49.93,1,-0.931
10-11-2021,03:45,04:00,0,67375,0,0,0,27062.5,0,72593.75,431000,49.98,1,-0.928
10-11-2021,04:00,04:15,0,70937.5,0,0,0,26312.5,0,75687.5,430380,49.91,1,-0.937
10-11-2021,04:15,04:30,0,72843.75,0,0,0,25906.25,0,77312.5,430100,49.98,1,-0.942
10-11-2021,04:30,04:45,0,75500,0,0,0,25468.75,0,79687.5,429880,50.03,1,-0.947
10-11-2021,04:45,05:00,0,77593.75,0,0,0,24843.75,0,81468.75,429400,50.05,1,-0.952
10-11-2021,05:00,05:15,0,79281.25,0,0,0,24593.75,0,83000,429100,50.08,1,-0.955
10-11-2021,05:15,05:30,0,80687.5,0,0,0,23281.25,0,83968.75,428040,50.02,1,-0.961
10-11-2021,05:30,05:45,0,81531.25,0,0,0,22531.25,0,84593.75,427460,50.04,1,-0.964
10-11-2021,05:45,06:00,0,80750,0,0,0,22531.25,0,83812.5,427600,50.06,1,-0.963
10-11-2021,06:00,06:15,0,83312.5,0,0,0,22437.5,0,86312.5,427460,50.09,1,-0.965
10-11-2021,06:15,06:30,0,86406.25,0,0,0,21875,0,89125,426520,50.02,1,-0.969
10-11-2021,06:30,06:45,0,87125,0,0,0,21218.75,0,89687.5,425920,49.98,1,-0.971
10-11-2021,06:45,07:00,0,88312.5,0,0,0,20156.25,0,90593.75,425440,50.01,1,-0.975
10-11-2021,07:00,07:15,0,90125,0,0,0,20093.75,0,92343.75,425160,50.04,1,-0.976
10-11-2021,07:15,07:30,0,91093.75,0,0,0,19031.25,0,93031.25,424620,50.05,1,-0.979
10-11-2021,07:30,07:45,0,82718.75,0,0,0,22000,0,85593.75,426320,50.05,1,-0.966
10-11-2021,07:45,08:00,0,80125,0,0,0,23562.5,0,83531.25,427360,50.05,1,-0.959
10-11-2021,08:00,08:15,0,79625,0,0,0,23625,0,83062.5,427140,50.03,1,-0.959
10-11-2021,08:15,08:30,0,80437.5,0,0,0,22281.25,0,83468.75,426540,50.01,1,-0.964
10-11-2021,08:30,08:45,0,81593.75,0,0,0,21281.25,0,84312.5,425960,50.01,1,-0.968
10-11-2021,08:45,09:00,0,80656.25,0,0,0,21062.5,0,83375,425640,50.02,1,-0.967
10-11-2021,09:00,09:15,0,78781.25,0,0,0,20750,0,81468.75,425120,50.01,1,-0.967
10-11-2021,09:15,09:30,0,73843.75,0,0,0,21625,0,76937.5,423480,50.01,1,-0.96
10-11-2021,09:30,09:45,0,73250,0,0,0,21250,0,76281.25,423400,50.03,1,-0.96
10-11-2021,09:45,10:00,0,71750,0,0,0,21093.75,0,74781.25,424400,50.06,1,-0.959
10-11-2021,10:00,10:15,0,71593.75,0,0,0,21187.5,0,74687.5,424300,49.99,1,-0.959
10-11-2021,10:15,10:30,0,70312.5,0,0,0,20750,0,73281.25,423940,50,1,-0.959
10-11-2021,10:30,10:45,0,69843.75,0,0,0,20875,0,72906.25,424080,50,1,-0.958
10-11-2021,10:45,11:00,0,69781.25,0,0,0,21031.25,0,72875,424080,49.99,1,-0.958
10-11-2021,11:00,11:15,0,66937.5,0,0,0,22125,0,70500,424600,49.99,1,-0.949
10-11-2021,11:15,11:30,0,63343.75,0,0,0,22093.75,0,67125,424520,49.94,1,-0.944
10-11-2021,11:30,11:45,0,62406.25,0,0,0,21687.5,0,66062.5,424700,49.93,1,-0.945
10-11-2021,11:45,12:00,0,61937.5,0,0,0,21531.25,0,65562.5,424780,49.88,1,-0.945
10-11-2021,12:00,12:15,0,61031.25,0,0,0,22437.5,0,65000,425540,49.99,1,-0.939
10-11-2021,12:15,12:30,0,58750,0,0,0,22781.25,0,63031.25,425720,49.97,1,-0.932
10-11-2021,12:30,12:45,0,61031.25,0,0,0,23125,0,65281.25,425760,49.9,1,-0.935
10-11-2021,12:45,13:00,0,63000,0,0,0,23375,0,67187.5,425900,49.93,1,-0.938
10-11-2021,13:00,13:15,0,62125,0,0,0,24875,0,66937.5,427300,50.07,1,-0.928
10-11-2021,13:15,13:30,0,63156.25,0,0,0,24531.25,0,67718.75,426920,50,1,-0.933
10-11-2021,13:30,13:45,0,63625,0,0,0,24562.5,0,68218.75,426680,49.96,1,-0.933
10-11-2021,13:45,14:00,0,64562.5,0,0,0,24593.75,0,69093.75,426620,49.89,1,-0.934
10-11-2021,14:00,14:15,0,66375,0,0,0,24468.75,0,70781.25,426620,49.92,1,-0.938
10-11-2021,14:15,14:30,0,67875,0,0,0,23125,0,71656.25,425540,49.85,1,-0.947
10-11-2021,14:30,14:45,0,68312.5,0,0,0,22468.75,0,71937.5,425320,49.92,1,-0.95
10-11-2021,14:45,15:00,0,69343.75,0,0,0,22125,0,72812.5,425060,49.96,1,-0.952
10-11-2021,15:00,15:15,0,70968.75,0,0,0,22968.75,0,74562.5,425460,49.96,1,-0.952
10-11-2021,15:15,15:30,0,72500,0,0,0,22406.25,0,75906.25,424740,49.85,1,-0.955
10-11-2021,15:30,15:45,0,74406.25,0,0,0,21468.75,0,77437.5,423880,49.82,1,-0.961
10-11-2021,15:45,16:00,0,75625,0,0,0,22093.75,0,78781.25,424680,49.99,1,-0.96
10-11-2021,16:00,16:15,0,76843.75,0,0,0,23250,0,80312.5,425600,50.07,1,-0.957
10-11-2021,16:15,16:30,0,78093.75,0,0,0,22468.75,0,81250,425120,50.05,1,-0.961
10-11-2021,16:30,16:45,0,79000,0,0,0,22437.5,0,82125,424800,50.01,1,-0.962
10-11-2021,16:45,17:00,0,79718.75,0,0,0,23093.75,0,82968.75,424980,50.03,1,-0.961
10-11-2021,17:00,17:15,0,78125,0,0,0,24187.5,0,81812.5,425640,50.03,1,-0.955
10-11-2021,17:15,17:30,0,77093.75,0,0,0,23937.5,0,80718.75,425640,50.02,1,-0.955
10-11-2021,17:30,17:45,0,77093.75,0,0,0,24406.25,0,80875,426580,50,1,-0.953
10-11-2021,17:45,18:00,0,81812.5,0,0,0,23812.5,0,85218.75,426000,50.01,1,-0.96
10-11-2021,18:00,18:15,0,83375,0,0,0,24781.25,0,86968.75,426440,50.02,1,-0.959
10-11-2021,18:15,18:30,0,83250,0,0,0,24312.5,0,86718.75,426180,50.03,1,-0.96
10-11-2021,18:30,18:45,0,83750,0,0,0,24593.75,0,87281.25,426540,50.07,1,-0.96
10-11-2021,18:45,19:00,0,85281.25,0,0,0,24437.5,0,88750,427160,50.08,1,-0.961
10-11-2021,19:00,19:15,0,88843.75,0,0,0,23125,0,91812.5,427300,50.04,1,-0.968
10-11-2021,19:15,19:30,0,87718.75,0,0,0,23718.75,0,90843.75,427680,50.02,1,-0.966
10-11-2021,19:30,19:45,0,86593.75,0,0,0,24437.5,0,89968.75,428440,50.01,1,-0.962
10-11-2021,19:45,20:00,0,85000,0,0,0,24781.25,0,88562.5,429180,50.02,1,-0.96
10-11-2021,20:00,20:15,0,83531.25,0,0,0,24968.75,0,87187.5,429720,50,1,-0.958
10-11-2021,20:15,20:30,0,79937.5,0,0,0,26187.5,0,84125,430520,49.97,1,-0.95
10-11-2021,20:30,20:45,0,79406.25,0,0,0,26187.5,0,83593.75,430640,49.99,1,-0.95
10-11-2021,20:45,21:00,0,76750,0,0,0,27156.25,0,81437.5,431380,50.01,1,-0.942
10-11-2021,21:00,21:15,0,73500,0,0,0,27593.75,0,78500,431620,49.98,1,-0.936
10-11-2021,21:15,21:30,0,73406.25,0,0,0,27531.25,0,78406.25,431620,49.97,1,-0.936
10-11-2021,21:30,21:45,0,73312.5,0,0,0,27906.25,0,78437.5,432260,50.02,1,-0.935
10-11-2021,21:45,22:00,0,71562.5,0,0,0,28687.5,0,77093.75,432900,50.06,1,-0.928
10-11-2021,22:00,22:15,0,69031.25,0,0,0,27781.25,0,74437.5,432300,49.99,1,-0.927
10-11-2021,22:15,22:30,0,68875,0,0,0,27093.75,0,73968.75,431860,49.98,1,-0.931
10-11-2021,22:30,22:45,0,69187.5,0,0,0,26875,0,74250,431720,49.98,1,-0.932
10-11-2021,22:45,23:00,0,67968.75,0,0,0,27125,0,73187.5,431960,49.99,1,-0.929
10-11-2021,23:00,23:15,0,64937.5,0,0,0,27250,0,70437.5,432160,49.94,1,-0.922
10-11-2021,23:15,23:30,0,62375,0,0,0,27968.75,0,68343.75,432920,49.98,1,-0.913
10-11-2021,23:30,23:45,0,63468.75,0,0,0,27468.75,0,69156.25,432780,49.91,1,-0.918
10-11-2021,23:45,00:00,0,64031.25,0,0,0,27812.5,0,69812.5,431720,49.9,1,-0.917
11-11-2021,00:00,00:15,0,66062.5,0,0,0,28406.25,0,71906.25,431040,49.98,1,-0.919
11-11-2021,00:15,00:30,0,67125,0,0,0,27750,0,72656.25,430720,49.99,1,-0.924
11-11-2021,00:30,00:45,0,65875,0,0,0,27406.25,0,71343.75,430860,49.98,1,-0.923
11-11-2021,00:45,01:00,0,64906.25,0,0,0,27062.5,0,70312.5,430780,49.95,1,-0.923
11-11-2021,01:00,01:15,0,63625,0,0,0,26750,0,69031.25,430600,49.9,1,-0.922
11-11-2021,01:15,01:30,0,62843.75,0,0,0,26937.5,0,68375,430820,49.92,1,-0.919
11-11-2021,01:30,01:45,0,63250,0,0,0,26906.25,0,68750,430800,49.9,1,-0.92
11-11-2021,01:45,02:00,0,65968.75,0,0,0,27000,0,71281.25,431020,49.99,1,-0.925
11-11-2021,02:00,02:15,0,68125,0,0,0,27250,0,73343.75,431080,50,1,-0.929
11-11-2021,02:15,02:30,0,68781.25,0,0,0,27000,0,73906.25,430960,50,1,-0.931
11-11-2021,02:30,02:45,0,68093.75,0,0,0,27062.5,0,73281.25,431120,49.99,1,-0.929
11-11-2021,02:45,03:00,0,67218.75,0,0,0,27375,0,72562.5,431260,49.98,1,-0.926
11-11-2021,03:00,03:15,0,67125,0,0,0,27468.75,0,72531.25,431620,49.99,1,-0.925
11-11-2021,03:15,03:30,0,66406.25,0,0,0,27687.5,0,71968.75,431720,50.01,1,-0.923
11-11-2021,03:30,03:45,0,66687.5,0,0,0,27562.5,0,72156.25,431500,49.99,1,-0.924
11-11-2021,03:45,04:00,0,67781.25,0,0,0,27343.75,0,73062.5,431420,49.99,1,-0.928
11-11-2021,04:00,04:15,0,68875,0,0,0,27500,0,74187.5,431600,50.07,1,-0.928
11-11-2021,04:15,04:30,0,71625,0,0,0,27093.75,0,76593.75,431040,50.09,1,-0.935
11-11-2021,04:30,04:45,0,73906.25,0,0,0,26031.25,0,78343.75,430280,50.07,1,-0.943
11-11-2021,04:45,05:00,0,75406.25,0,0,0,25437.5,0,79593.75,429720,50.05,1,-0.947
11-11-2021,05:00,05:15,0,76500,0,0,0,25062.5,0,80500,429100,49.96,1,-0.95
11-11-2021,05:15,05:30,0,78250,0,0,0,24281.25,0,81906.25,428520,50,1,-0.955
11-11-2021,05:30,05:45,0,78750,0,0,0,23375,0,82156.25,427900,49.98,1,-0.959
11-11-2021,05:45,06:00,0,80156.25,0,0,0,22437.5,0,83250,427300,49.98,1,-0.963
11-11-2021,06:00,06:15,0,81343.75,0,0,0,22843.75,0,84468.75,427380,49.98,1,-0.963
11-11-2021,06:15,06:30,0,83718.75,0,0,0,21468.75,0,86437.5,426380,49.98,1,-0.969
11-11-2021,06:30,06:45,0,83968.75,0,0,0,21031.25,0,86562.5,425580,49.94,1,-0.97
11-11-2021,06:45,07:00,0,84500,0,0,0,20875,0,87062.5,425180,49.92,1,-0.971
11-11-2021,07:00,07:15,0,84125,0,0,0,20968.75,0,86687.5,425000,49.84,1,-0.97
11-11-2021,07:15,07:30,0,79718.75,0,0,0,21406.25,0,82562.5,424560,49.82,1,-0.966
11-11-2021,07:30,07:45,0,76343.75,0,0,0,22468.75,0,79593.75,424280,49.86,1,-0.959
11-11-2021,07:45,08:00,0,73750,0,0,0,23375,0,77375,424940,49.88,1,-0.953
11-11-2021,08:00,08:15,0,70843.75,0,0,0,24500,0,74968.75,425380,50,1,-0.945
11-11-2021,08:15,08:30,0,69031.25,0,0,0,23968.75,0,73062.5,425080,50.02,1,-0.945
11-11-2021,08:30,08:45,0,68812.5,0,0,0,23968.75,0,72875,425180,50.04,1,-0.944
11-11-2021,08:45,09:00,0,68625,0,0,0,24468.75,0,72875,425280,50.06,1,-0.942
11-11-2021,09:00,09:15,0,63843.75,0,0,0,24593.75,0,68406.25,424680,50.02,1,-0.933
11-11-2021,09:15,09:30,0,62375,0,0,0,23250,0,66562.5,423280,49.99,1,-0.937
11-11-2021,09:30,09:45,0,63125,0,0,0,22687.5,0,67093.75,423600,49.99,1,-0.941
11-11-2021,09:45,10:00,0,63687.5,0,0,0,23687.5,0,67968.75,424060,50.03,1,-0.937
11-11-2021,10:00,10:15,0,63062.5,0,0,0,23406.25,0,67218.75,424040,49.99,1,-0.938
11-11-2021,10:15,10:30,0,61312.5,0,0,0,23125,0,65562.5,424020,50,1,-0.935
11-11-2021,10:30,10:45,0,59093.75,0,0,0,23593.75,0,63593.75,424320,49.96,1,-0.929
11-11-2021,10:45,11:00,0,59093.75,0,0,0,23343.75,0,63562.5,424300,50.01,1,-0.93
11-11-2021,11:00,11:15,0,57375,0,0,0,24250,0,62312.5,425020,50.06,1,-0.921
11-11-2021,11:15,11:30,0,56156.25,0,0,0,24343.75,0,61187.5,425040,50.03,1,-0.918
11-11-2021,11:30,11:45,0,55937.5,0,0,0,24500,0,61062.5,425220,49.98,1,-0.916
11-11-2021,11:45,12:00,0,55906.25,0,0,0,24562.5,0,61062.5,425540,50.03,1,-0.916
11-11-2021,12:00,12:15,0,56218.75,0,0,0,25875,0,61906.25,426580,50.04,1,-0.908
11-11-2021,12:15,12:30,0,56531.25,0,0,0,25968.75,0,62187.5,426260,50.02,1,-0.909
11-11-2021,12:30,12:45,0,55687.5,0,0,0,26500,0,61687.5,426780,50.02,1,-0.903
11-11-2021,12:45,13:00,0,55687.5,0,0,0,27187.5,0,61968.75,427380,50.05,1,-0.899
11-11-2021,13:00,13:15,0,57000,0,0,0,28031.25,0,63531.25,428040,50.06,1,-0.897
11-11-2021,13:15,13:30,0,58718.75,0,0,0,27437.5,0,64843.75,427540,50.04,1,-0.906
11-11-2021,13:30,13:45,0,58875,0,0,0,27000,0,64718.75,427160,50.03,1,-0.91
11-11-2021,13:45,14:00,0,59468.75,0,0,0,26906.25,0,65281.25,427160,50.04,1,-0.911
11-11-2021,14:00,14:15,0,59125,0,0,0,26781.25,0,64906.25,427120,49.99,1,-0.911
11-11-2021,14:15,14:30,0,59875,0,0,0,25406.25,0,65093.75,426360,49.99,1,-0.92
11-11-2021,14:30,14:45,0,60687.5,0,0,0,24656.25,0,65500,425740,50,1,-0.927
11-11-2021,14:45,15:00,0,61500,0,0,0,24625,0,66250,425540,50.02,1,-0.928
11-11-2021,15:00,15:15,0,62500,0,0,0,25312.5,0,67375,425800,50.02,1,-0.928
11-11-2021,15:15,15:30,0,62718.75,0,0,0,24875,0,67500,425140,49.95,1,-0.929
11-11-2021,15:30,15:45,0,63781.25,0,0,0,24156.25,0,68187.5,424800,49.97,1,-0.935
11-11-2021,15:45,16:00,0,65031.25,0,0,0,23968.75,0,69343.75,425080,50,1,-0.938
11-11-2021,16:00,16:15,0,65625,0,0,0,25375,0,70375,425820,50.02,1,-0.933
11-11-2021,16:15,16:30,0,66312.5,0,0,0,24531.25,0,70656.25,425020,49.94,1,-0.939
11-11-2021,16:30,16:45,0,66593.75,0,0,0,24468.75,0,70968.75,424740,49.92,1,-0.938
11-11-2021,16:45,17:00,0,66500,0,0,0,25437.5,0,71218.75,425500,49.98,1,-0.934
11-11-2021,17:00,17:15,0,67093.75,0,0,0,26000,0,71937.5,426420,49.97,1,-0.933
11-11-2021,17:15,17:30,0,66468.75,0,0,0,26343.75,0,71500,426140,49.96,1,-0.93
11-11-2021,17:30,17:45,0,65968.75,0,0,0,26968.75,0,71250,425980,49.96,1,-0.926
11-11-2021,17:45,18:00,0,66875,0,0,0,27093.75,0,72156.25,426240,50,1,-0.927
11-11-2021,18:00,18:15,0,67468.75,0,0,0,28000,0,73062.5,426920,50.02,1,-0.923
11-11-2021,18:15,18:30,0,67968.75,0,0,0,27625,0,73375,426840,50.02,1,-0.926
11-11-2021,18:30,18:45,0,69500,0,0,0,27125,0,74593.75,427300,50.04,1,-0.932
11-11-2021,18:45,19:00,0,71687.5,0,0,0,26812.5,0,76562.5,427760,50.08,1,-0.936
11-11-2021,19:00,19:15,0,70093.75,0,0,0,27593.75,0,75312.5,429040,50.1,1,-0.931
11-11-2021,19:15,19:30,0,67843.75,0,0,0,28156.25,0,73468.75,429600,50.05,1,-0.923
11-11-2021,19:30,19:45,0,66156.25,0,0,0,29281.25,0,72343.75,430240,50.04,1,-0.914
11-11-2021,19:45,20:00,0,64093.75,0,0,0,30187.5,0,70875,431040,50.06,1,-0.904
11-11-2021,20:00,20:15,0,62406.25,0,0,0,31656.25,0,69968.75,432320,50.09,1,-0.892
11-11-2021,20:15,20:30,0,61187.5,0,0,0,30718.75,0,68437.5,431980,50.04,1,-0.894
11-11-2021,20:30,20:45,0,57718.75,0,0,0,30843.75,0,65468.75,431100,50.02,1,-0.882
11-11-2021,20:45,21:00,0,52781.25,0,0,0,30812.5,0,61125,432700,50,1,-0.863
11-11-2021,21:00,21:15,0,51156.25,0,0,0,31062.5,0,59843.75,433140,50.02,1,-0.855
11-11-2021,21:15,21:30,0,51375,0,0,0,30750,0,59875,432940,50.01,1,-0.858
11-11-2021,21:30,21:45,0,49718.75,0,0,0,30875,0,58531.25,433020,50.01,1,-0.849
11-11-2021,21:45,22:00,0,49062.5,0,0,0,31593.75,0,58375,433380,50.09,1,-0.84
11-11-2021,22:00,22:15,0,52250,0,0,0,30843.75,0,60656.25,431100,49.96,1,-0.861
11-11-2021,22:15,22:30,0,52250,0,0,0,29750,0,60125,430140,49.96,1,-0.869
11-11-2021,22:30,22:45,0,50593.75,0,0,0,29718.75,0,58656.25,430200,50.02,1,-0.863
11-11-2021,22:45,23:00,0,48781.25,0,0,0,29812.5,0,57218.75,430260,50.02,1,-0.853
11-11-2021,23:00,23:15,0,48343.75,0,0,0,29656.25,0,56687.5,429980,50.01,1,-0.853
11-11-2021,23:15,23:30,0,47968.75,0,0,0,29593.75,0,56375,429980,50.02,1,-0.851
11-11-2021,23:30,23:45,0,46968.75,0,0,0,29656.25,0,55562.5,429920,50,1,-0.845
11-11-2021,23:45,00:00,0,46343.75,0,0,0,29562.5,0,54968.75,430020,50,1,-0.843
12-11-2021,00:00,00:15,0,45156.25,0,0,0,29750,0,54062.5,430200,50,1,-0.835
12-11-2021,00:15,00:30,0,44875,0,0,0,29250,0,53562.5,429780,49.99,1,-0.838
12-11-2021,00:30,00:45,0,44843.75,0,0,0,28718.75,0,53250,429320,49.94,1,-0.842
12-11-2021,00:45,01:00,0,45562.5,0,0,0,28750,0,53906.25,429440,49.99,1,-0.845
12-11-2021,01:00,01:15,0,46218.75,0,0,0,28687.5,0,54375,429440,49.98,1,-0.85
12-11-2021,01:15,01:30,0,47031.25,0,0,0,28312.5,0,54906.25,429800,49.98,1,-0.857
12-11-2021,01:30,01:45,0,49187.5,0,0,0,27562.5,0,56375,430400,49.99,1,-0.873
12-11-2021,01:45,02:00,0,49000,0,0,0,27625,0,56250,430620,50,1,-0.871
12-11-2021,02:00,02:15,0,48906.25,0,0,0,28156.25,0,56437.5,431120,50.04,1,-0.867
12-11-2021,02:15,02:30,0,50406.25,0,0,0,28000,0,57656.25,430800,50.02,1,-0.874
12-11-2021,02:30,02:45,0,52718.75,0,0,0,27750,0,59593.75,430460,50,1,-0.885
12-11-2021,02:45,03:00,0,53562.5,0,0,0,28093.75,0,60468.75,430760,50.04,1,-0.886
12-11-2021,03:00,03:15,0,54625,0,0,0,28125,0,61437.5,430760,50.04,1,-0.889
12-11-2021,03:15,03:30,0,54843.75,0,0,0,27718.75,0,61437.5,430540,50,1,-0.893
12-11-2021,03:30,03:45,0,54187.5,0,0,0,27593.75,0,60812.5,430480,49.99,1,-0.891
